cus_id,comment_time,comment_star,cus_comment,kouwei,huanjing,fuwu,shopID,stars,year,month,weekday,hour,comment_len,anger,disgust,fear,sadness,joy,total_emotion_words,coverage,valence,label,dominant_emotion,unique_total_emotion_words,unique_coverage,polarity,unique_count_anger,unique_count_disgust,unique_count_fear,unique_count_sadness,unique_count_joy
大小2008,2016-01-30 19:30:00,sml-str20,看 评价 啦 话 不 多 说 不忍心 给 差评 而已 了,一般,一般,一般,518986,2.0,2016,1,5,19,19,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
dpuser_58419137078,2016-01-22 21:07:00,sml-str20,东西 很 不错 但是 服务态度 超级 不好,很好,差,差,518986,2.0,2016,1,4,21,15,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
阿木Muder,2016-01-02 13:54:00,sml-str20,太甜 了 太腻 了 不 喜欢 还是 喜欢 我大 成都 的 双皮奶,差,一般,一般,518986,2.0,2016,1,5,13,24,0.0,0.0,0.0,0.0,1.0,2,1,1.0,positive,joy,2,1,positive,0,0,0,0,2
flysky321,2015-10-24 12:40:00,sml-str20,本地人 老太太 很多 但是 甜品 确实 吃 不了 从头到尾 就 两个 字 甜腻 媳妇儿 爱 吃糖 都 吃 不惯 只能 说 广东 人 对于 甜 的 接受 能力 太强大 了,好,差,差,518986,2.0,2015,10,5,12,61,0.0,0.0,0.0,0.0,1.0,3,1,1.0,positive,joy,3,1,positive,0,0,0,0,3
白猫花猫馋猫,2015-10-06 00:30:00,sml-str20,要 了 一个 姜撞奶 一个 双皮奶 等 了 半个 多 小时 吧 双皮奶 有点儿 腻 姜撞奶 姜 味儿 太大 我 还是 吃 不惯 广州 甜品 吧,一般,一般,一般,518986,2.0,2015,10,1,0,50,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
greenyang,2015-09-22 23:55:00,sml-str20,点 了 份 甜品 姜汁 撞奶 最 好吃 姜味 挺重 但 不冲 和 奶味 融合 入口 滑爽 有 回味 凤凰 奶糊 不 稠 而且 太甜 了 芒果 雪糕 也 很 失望 个 果味 的 冰激凌 球 搭配 芒果 果肉 果肉 切 的 很 碎 一看 就是 切好 放 了 挺 久 的 芒果 味 很淡 没有 任何 惊喜 冰激凌 应该 也 是 普通 牌子 货色 吃 了 会 腻 没什么 奶味 一分 价钱 一分货 东西 便宜 服务员 都 爱理不理 的,好,一般,一般,518986,2.0,2015,9,1,23,216,0.0,0.0,0.0,0.2,0.8,5,1,0.6000000000000001,positive,joy,5,1,positive,0,0,0,1,4
dpuser_1948721398,2015-09-04 11:00:00,sml-str10,点 了 云吞面 和 芒果 双皮奶 云吞面 面 的 碱味 很重 汤头 明显 用 味精 勾兑 的 鲜味 吃 过 立刻 觉得 口干舌燥 凭良心说 云吞 还行 还 算 给 得 多 双皮奶 居然 是 热 的 吃 两口 简直 腻 到 不行 服留 就 不 说 了 上菜 一点 不 注意 客人 坐 那 就 把 托盘 一 甩 还有 个 女 的 一直 喊 不 愿意 等 别排 了 吃 点 东西 至于 么,一般,差,差,518986,1.0,2015,9,4,11,195,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,3,1,0.3333333333333333,positive,joy,3,1,positive,0,0,0,1,2
esabella_伊莎呗菈,2015-08-24 17:40:00,sml-str20,还是 小时候 的 味道 但 服务 超差 在 二楼 点餐 单 还 在 打印 中说 其中 一个 餐改 一下 收银 话 打 了 单 不 可以 改点 了 餐见 旁边 有吉台 想 话 转台 又 唔 转得 老字号 就 这 副 爱来 不来 爱 吃 不吃 的 服务态度 影衰 晒,非常好,非常好,差,518986,2.0,2015,8,0,17,94,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
juan8328,2015-08-05 23:34:00,sml-str20,好耐无去 吃 今日 特等 带 两个 小朋友 同 妈妈 去 要 了 两个 牛 三星 一个 双皮奶 一个 牛奶 红豆冰 味道 好 唔 好 就 唔 讲 啦 卫生 情况 就 一定 唔 好杯 红豆冰 吃 左 一半 先 发现 里面 有 只 蚂蚁 中要 系 我 细女 吃 得 最多话 俾 店员 知据 地净系 不温不火 甘话 帮 你 换 过杯 罗靠 咩 态度 坚决 爆光 永无 下次 我 当时 有 影到 相 的 但 唔 知 点解 上传 唔 到,差,差,差,518986,2.0,2015,8,2,23,215,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
老广寻鲜记,2016-02-22 13:51:00,sml-str20,南信 真是 广州 的 老字号 咯 我 记得 以前 细个 来 亲 上下 九 都 要 嘈 父母 住 来 的 大个 左 之后 就 好 少来 啦 今日 因为 躲雨 故地重游 一下 现在 的 店 应 了 那句话 现在 钱 不会 再 是 问题 但是 时光 已经 回不去 店 小人 多 环境 嘈杂 熙熙 嚷嚷 的 人群 收银员 粗放 的 服务态度 爱理不理 的 服务员 性价比 低下 这 一切 一切 都 讲明 了 这家 老字号 和 全国 很多 老字号 一样 为 外来 游客 而 服务 而且 是 唔 忧 做 果种 口味 还是 推荐 他家 的 甜品 我试 了 杨枝 金露 果味 很 重 味道 调得 还 算 不错 老妈 就 还是 喜欢 老式 的 招牌 双皮奶 和 姜撞奶 依然 是 她 最 爱 我 想 如果 以后 带人 去 游 广州 来 上下 九 还是 要来 吃 碗 甜品 毕竟 这是 广州 味道,好,一般,差,518986,2.0,2016,2,0,13,340,0.2222222222222222,0.0,0.0,0.1111111111111111,0.6666666666666666,9,1,0.3333333333333333,positive,joy,9,1,positive,2,0,0,1,6
老大尽力,2015-07-22 06:35:00,sml-str20,收钱 的 服务员 态度 有 问题 谁 是 大爷 啊 凳子 还 不错 很 古朴,好,很好,差,518986,2.0,2015,7,2,6,30,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
家小佛爷,2015-07-05 18:11:00,sml-str10,除了 甜品 其他 粥 呀 牛 三星 都 很 一般 而且 最 关键 的 是不是 一般 慢 第一天 来 吃 双皮奶 等 了 分钟 第二天 看见 厅里 人 很少 赶紧 坐 进来 结果 又 等 了 分钟 才 吃 上 还是 催 了 很 多次 的 结果 实在 太慢 了,非常好,一般,差,518986,1.0,2015,7,6,18,89,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
songzf,2015-06-24 23:32:00,sml-str10,平心而论 味道 不是 最差 的 但是 环境 真够 乱 上菜 也 没 顺序 服务员 还 一脸 不 情愿 是 广州 三天 里 最差 的 一次 体验,一般,差,差,518986,1.0,2015,6,2,23,51,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
JaKey_Zhang,2015-06-21 17:10:00,sml-str20,印象 非常 不好 东西 上 了 很慢 双皮奶 等 了 半个 多 小时 服务员 的 态度 也 很 差 还要 排队 慕名 过去 竟然 是 这样 的 东西,很好,一般,差,518986,2.0,2015,6,6,17,54,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
ywsbzgua,2015-05-04 12:50:00,sml-str20,人山 那个 人海 啊 话 说 双皮奶 的 双皮 呢 一层 也 没有 好 吗 这 叫 红豆 炖奶 蛋白 好 吗 谢谢,一般,一般,一般,518986,2.0,2015,5,0,12,41,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
恣缘呢,2015-03-31 17:21:00,sml-str20,打包 了 两份 热 双皮奶 感觉 一般般 嘛 虽然 是 甜品 专家 还 做 很多 小吃,一般,一般,一般,518986,2.0,2015,3,1,17,35,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
queenajiang777,2015-03-23 14:01:00,sml-str20,点 了 个 莲子 双皮奶 很 好吃 奶味 很重 口感 也 很 好 偏甜 总体 二星 是因为 我 觉得 吃 甜品 本是 一种 慢悠悠 的 饭后 小憩 和 朋友 来 一份 惬意 的 下午茶 才 对 但 在 这里 人多得 跟 打仗 一样 两个 人能 找到 位 已经 笑 了 服务员 根本 顾不过来 桌面 和 端上来 的 茶水 都 是 油腻腻 的 空气 和 人 声像 菜市场 一样 让 我 根本 没 办法 好好 地 尝一尝 双皮奶 吃 完 马上 想 走 尽管 它 的 味道 的确 不错 但 我 不会 再来 了,很好,差,一般,518986,2.0,2015,3,0,14,237,0.16666666666666666,0.16666666666666666,0.0,0.0,0.6666666666666666,6,1,0.3333333333333333,positive,joy,6,1,positive,1,1,0,0,4
清一77,2015-03-22 20:33:00,sml-str20,看 个人 口味 了 整体 还 行 店里 人 挺 多 的 没有 座位 红豆 仙草 捞 中 的 红豆 味道 怪怪的 感觉 像 不 太 新鲜 的,一般,差,一般,518986,2.0,2015,3,6,20,47,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
矇查查爱吃巧克力,2015-02-03 16:51:00,sml-str20,碗 的 边缘 都 破 了 好多个 口子 了 但是 甜品 没有 传说 中 那么 厉害 双皮奶 吃 完 拉肚子 感觉 这家 店 的 卫生 不好,好,一般,一般,518986,2.0,2015,2,1,16,50,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
nouuuuuuu,2015-02-01 01:30:00,sml-str20,冲着 名声 去 的 有点 小 失望 啊 双皮奶 还行 牛 三星 真心 不 好吃 啊,一般,一般,一般,518986,2.0,2015,2,6,1,29,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,3,1,0.3333333333333333,positive,joy,3,1,positive,0,0,0,1,2
678yan,2015-01-31 20:42:00,sml-str20,不 知道 去 的 时候 是不是 高峰 时间 但是 一直 想 去 这家 吃 甜品 因为 看到 太 多 好评 了 非常 想 试试 刚到 店门口 就 知道 里头 客满 了 因为 排队 都 排到 店外 了 既然 来 了 当然 要 排队 啦 过 了 许久 才 到 其实 店不大有 位置 的 地方 都 做 了 人 根本 么 有 适合 吃 甜品 的 那种 令人 舒心 的 环境 吃 的 时候 也 是 拼桌 的 点 了 双皮奶 姜撞奶 云吞面 尝 过后 就 发现 我 还是 喜欢 姜撞奶 本来 是 冲着 双皮奶 来 的 但 没有 感觉 很 惊艳 什么 的 倒 是 姜撞奶 很 符合 我 的 口味 姜味 不会 太浓嫩 滑弹 的 感觉 云吞面 的 那个 面 很 特别 后来 才 知道 这 面 主要 是 用 鸡蛋 制作 的 所以 硬 或者说 是 有 嚼 劲 刚 开始 还是 有点 不 适应 的 说 如果 有 机会 再 去 想 再 吃 吃 姜撞奶,一般,一般,一般,518986,2.0,2015,1,5,20,349,0.0,0.0,0.0,0.0,1.0,5,1,1.0,positive,joy,5,1,positive,0,0,0,0,5
第四晚心晴,2014-12-01 20:13:00,sml-str20,牛 三星 汤粉 牛 三星 双皮奶 都 颇 中意 的 出品,好,一般,一般,518986,2.0,2014,12,0,20,22,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
阿tiu,2014-11-27 04:02:00,sml-str20,果然 是 传统 甜品 要 了 一份 姜撞奶 一份 凤凰 奶糊 一个 龟苓膏 太 甜腻 了 浓浓的 奶味 浓浓的 姜味 吃 了 几口 不能自已 吃 不惯 吧 还是 龟苓膏 苦苦 的 清凉,一般,一般,一般,518986,2.0,2014,11,3,4,74,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
dpuser_38959897852,2014-11-10 09:00:00,sml-str20,服務差 因为 距 生意 好忧 做 最好 伱 唔 买 感点 甜品 就 几好味 噶 其他 麻麻,好,好,一般,518986,2.0,2014,11,0,9,44,0.0,0.0,0.0,0.0,1.0,3,1,1.0,positive,joy,3,1,positive,0,0,0,0,3
erosO12,2014-10-28 15:21:00,sml-str20,超差 既 奶品 甜品 仲衰过 沙湾 同仁 信有 得 辉斗差,差,一般,一般,518986,2.0,2014,10,1,15,21,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
37度的小鱼,2014-10-12 22:36:00,sml-str20,双皮奶 太甜 有点 散牛 三星 比较 好吃 胡椒 味足 等位 不 方便 无号 的 名过其实 不会 再 去 的,一般,一般,一般,518986,2.0,2014,10,6,22,44,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
EVAN哥,2014-10-01 23:05:00,sml-str20,人 实在 太多食 完 都 周身 唔 舒服 我 宁愿 安静 滴,一般,一般,一般,518986,2.0,2014,10,2,23,22,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
有花的日子,2014-09-07 14:00:00,sml-str20,很 喜欢 喝 这家 甜品店 下次 再 来,很好,一般,好,518986,2.0,2014,9,6,14,15,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
li_siheng,2014-08-25 15:18:00,sml-str20,人 很多 因为 在 网上 比较 出名 吧 朋友 来 旅游 带 她 来 尝试 的 很甜 很腻 价格 也 不 便宜 我 还是 比较 喜欢 西华路 的 沙湾 甜品店 里面 的 甜品,一般,一般,一般,518986,2.0,2014,8,0,15,62,0.0,0.0,0.0,0.0,1.0,2,1,1.0,positive,joy,2,1,positive,0,0,0,0,2
sxljxfjc,2014-08-24 13:17:00,sml-str10,食品 不怎么样 不 好吃 人多 挤,差,差,差,518986,1.0,2014,8,6,13,16,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
畑子,2014-07-04 19:54:00,sml-str20,甜品 甜得 要命 根本 吃 不 下去 就算 为了 健康 也 不该 整 那么 甜 啊 不 卖 米饭 白粥 是 咸 的 东西 很腻 姜撞奶 姜味 太淡 环境 不好,一般,一般,一般,518986,2.0,2014,7,4,19,57,0.0,0.0,0.0,0.25,0.75,4,1,0.5,positive,joy,4,1,positive,0,0,0,1,3
芥末bomb,2016-10-14 22:37:00,sml-str20,朋友 难得 来 玩闹 着 要 吃 甜品 正好 这家 最近 名声 也 大 就 排 了 会队 进去 了 怎么 说 呢 里面 人挤 人 都 坐 不开 了 服务员 还 拼命 往里 带 客人 热不说 更是 吵得 厉害 坐下 了 就 吃 吧 结果 上来 的 双皮奶 根本 没有 两层 皮 还是 滚烫 的 要说 是 客流量 大 我 也 理解 但 后来 我 在 工作日 淡季 时间 又 去 了 次 还是 热 的 依旧 没有 双层 奶皮 技术 是不是 太差 了 点 而且 每道 甜品 都 能 吃 出放多 了 糖 还有 股 香精 味 唉 以后 自己 是 不会 再 去,一般,好,一般,518986,2.0,2016,10,4,22,255,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,3,1,0.3333333333333333,positive,joy,3,1,positive,0,0,0,1,2
开开的小心心,2014-06-26 17:07:00,sml-str20,奶味重 的 双皮奶 没什么 惊艳 姜撞奶 很浓 醇 有点 辣 个人 不是 很 喜欢,一般,一般,差,518986,2.0,2014,6,3,17,33,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
饭饭二号,2014-06-15 09:38:00,sml-str20,十几年 前去 过南信 感觉 现在 的 味道 不如 从前 了 可能 是 现在 做 得 比较 杂饭面 小食 都 有 不象 以前 专做 甜品,一般,好,一般,518986,2.0,2014,6,6,9,50,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
xtgz,2014-06-14 20:13:00,sml-str10,只 吃 了 甜品 双皮奶 很 细腻 但太甜 了 其他 等 了 十分钟 还 没上 服务 一脸 不耐烦 的 说 我们 这么 旺 当然 要 多 等 喽,一般,差,差,518986,1.0,2014,6,5,20,56,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,3,1,0.3333333333333333,positive,joy,3,1,positive,1,0,0,0,2
虫姬,2014-06-09 13:53:00,sml-str10,双皮奶 还 凑合 其它 都 很 难吃 广州 好吃 的 甜品 太多 了 大家 千万别 去 这家 去 机场 前 赶着 买 的 打包 站 着 足足 等 了 分钟 服务 人员 态度恶劣 翻白眼 店堂 拥挤不堪 这些 我们 都 可以 忍受 只要 东西 好吃 我们 是 吃货 真心 不是 计较 服务 的 人 结果 呢 东西 也 大失所望 木瓜 牛奶 光有 甜味 甜得 没法 下咽 简直 吃不出 是 什么 广州 普遍 没有 服务 意识 但 这家 绝对 是 差 中 之 差 简直 忍无可忍 推荐 文明 路 一条街 绝对 比 这 给 力 多 了,差,一般,差,518986,1.0,2014,6,0,13,264,0.2,0.0,0.0,0.2,0.6,5,1,0.19999999999999996,positive,joy,5,1,positive,1,0,0,1,3
joyinhamburg,2014-06-03 01:14:00,sml-str10,服务 非常 差点 了 双皮奶 和 姜撞奶 足足 等 了 半个 多 小时 还 没 上 催 了 几次 就 和 你 说 两个 字 等 着 直接 去 收银台 反映 才 帮 你 催促 一下 最后 端 上 两份 双皮奶 说 姜撞奶 还要 再 等 分钟 这个 价格 一样 一副 爱要 不要 的 嘴脸 立马 要求 退掉 姜撞奶 双皮奶 味道 偏甜 没有 任何 惊艳 广州 这边 遍地 是 甜品店 好吃 的 双皮奶 多 的 是 像 这种 一副 高高在上 模样 的 老字号 以后 不会 再 光顾,好,一般,差,518986,1.0,2014,6,1,1,235,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
海芋丸子,2014-05-25 14:06:00,sml-str20,终于 吃 到 了 盼望已久 的 双皮奶 感觉 没 想象 中 那么 好吃 或许 腻 不太能 接受 太甜 的 味道,一般,好,好,518986,2.0,2014,5,6,14,39,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
AniKLee,2014-04-16 15:08:00,sml-str10,收银 的 还 算 得 上 友善 大堂 的 传菜 的 简直 没有 表情 啊 赶上 顾客 欠 她 钱 一样 很 冷淡 对 顾客 的 提问 也 是 爱理不理 得 真是 令人发指 垃圾 店员 超级 差 的 服务 还有 就是说 说 这个 甜品 吧 虽然 叫 甜品 但是 拜托 能 不能 别 这么 甜 啊 对于 我们 北方 人 实在 是 吃 不 惯点 了 两份 都 尝 了 一口 就 扔掉 了 失望透顶 绝不会 再 来 估计 这家 店 也 快 倒闭 了 毫无 服务 可言 的 店铺 不 推荐 去 还 不如 路边摊 做 的 好吃,差,差,差,518986,1.0,2014,4,2,15,251,0.09090909090909091,0.0,0.09090909090909091,0.2727272727272727,0.5454545454545454,11,1,0.09090909090909088,positive,joy,11,1,positive,1,0,1,3,6
a9684,2014-03-26 23:32:00,sml-str20,东西 没有 以前 那么 好吃 了 人 很多 每次 都 要 等 位置 现在 已经 不怎么 去 吃 了,一般,一般,一般,518986,2.0,2014,3,2,23,34,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
marunyu,2014-03-15 16:05:00,sml-str20,口味 一般 地理位置 好人 太 多 嘈杂 服务员 态度 特别 不好 对 顾客 爱理不理 可能 是 生意 火 人家 不缺 我 捧场,很好,差,差,518986,2.0,2014,3,5,16,50,0.0,0.0,0.0,0.0,1.0,3,1,1.0,positive,joy,3,1,positive,0,0,0,0,3
chan919,2014-03-14 12:33:00,sml-str20,太甜 而且 又 大碗 广东 的 糖水 日渐式微 啊 到处 都 是 港式 的 想念 父亲 做 的 甜 汤,一般,一般,一般,518986,2.0,2014,3,4,12,37,0.0,0.0,0.0,0.0,1.0,2,1,1.0,positive,joy,2,1,positive,0,0,0,0,2
lovely_pink,2014-03-04 22:17:00,sml-str20,随便 吃 吃 还 可以 喜欢 姜撞奶 其他 一般般 比起 新式 甜品店 少 了 创意 比起 老牌子 又 无 竞争力,一般,一般,一般,518986,2.0,2014,3,1,22,42,0.0,0.0,0.0,0.0,1.0,2,1,1.0,positive,joy,2,1,positive,0,0,0,0,2
CARDDD,2014-03-31 23:39:00,sml-str10,这里 的 东西 很 有 传统 的 味道 很 让 人 怀念 不 知道 是不是 老字号 的 服务员 都 挺 懒散 的 态度 又 不怎么 好 上 莱 速度 超级 慢 等 了 半个 多 小时 催 了 三四次 先 来,很好,很好,差,518986,1.0,2014,3,0,23,68,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,3,1,0.3333333333333333,positive,joy,3,1,positive,0,1,0,0,2
Just丶Smile,2014-02-17 14:35:00,sml-str20,蛮久 之前 去 的 老店 了 环境 一般 双皮奶 不错 不 知道 是不是 红豆 的 原因 口感 会 偏甜 肠粉 是 咸口 的 男朋友 很 喜欢 好像 还点 了 芝麻糊 汤圆 很 香浓 价格 不算 便宜 小小 一份 都 要 十几块 人 很多很多 基本 都 要 拼桌 的 小小 一个 圆桌 上次 拼 了 个人 超挤 等 餐 也 比较 久 上来 之后 就 想着 赶紧 吃 完 赶紧 走 的 节奏 服务员 上餐 都 很大 牌要 客人 站 起来 让 位置 给 他们 放 餐盘 并且 很 容易 碰到 顾客 的 衣服 等 无语 了 总之 无 意外 不会 特别 再 去,好,一般,差,518986,2.0,2014,2,0,14,269,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,3,1,0.3333333333333333,positive,joy,3,1,positive,0,1,0,0,2
Squirrelll_,2014-02-08 09:05:00,sml-str20,真是 人山人海 永远 去 都 挤 环境 和 上下 九 其他 店 都 差不多 就 也 是 一般 吧 人 多 服务 也 没什么 亮点 口味 不 喜欢 啊 不 喜欢 吃惯 了 成都 的 双皮奶 吃 这种 基本 是 流态 的 不 喜欢 啊 而且 很腻 有没有 成都 吃 双皮奶 还分 很 多种 口味 加酱 上去 这个 只是 吃 双皮奶 就够 了 腻 得 吃不完 还有 姜撞 奶想 这 是 特色 很 认真 的 想 去 克服 对 姜 的 厌恶 果然 没有 成功,差,一般,一般,518986,2.0,2014,2,5,9,223,0.0,0.14285714285714285,0.0,0.0,0.8571428571428571,7,1,0.7142857142857142,positive,joy,7,1,positive,0,1,0,0,6
圆宝er,2014-02-03 17:30:00,sml-str20,很 火爆 的 餐厅 等位 要 等 半天 进去 还是 拼桌 吃 环境 比较 杂乱 再 加上 吃 的 迟迟 不 来 心情 未免 很不佳 姜汁 撞奶 挺 稀 的 还 特别 甜 不 好吃 双皮奶 也 一般般 倒 是 觉得 肠粉 还 不错,好,差,一般,518986,2.0,2014,2,0,17,82,0.0,0.0,0.0,0.0,1.0,5,1,1.0,positive,joy,5,1,positive,0,0,0,0,5
Shaw0502,2014-01-08 20:27:00,sml-str20,叫 了 冻 双皮奶 和 凤凰 奶糊 都 很 香 但是 奶糊 超级 甜 吃 了 以后 再 吃 双皮奶 都 没有 味道 了 服务 很差 二楼 的 收银员 和 一个 黑 工装 服务员 一直 聊天 点 东西 叫 了 半天 才 爱理不理 的 打单 很 不耐烦 虽然 很 好吃 但是 不会 推荐 也 不会 再 去 了,非常好,很好,差,518986,2.0,2014,1,2,20,168,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,3,1,0.3333333333333333,positive,joy,3,1,positive,1,0,0,0,2
豹喵星人,2013-12-18 23:10:00,sml-str10,有 一段时间 没 来 上下 九 步行街 都 没来 南信 吃 东西 了 今晚 路经 想起 我 喜欢 的 牛 三星 粉 和 红豆 双皮奶 一于 入 去 帮衬 下 现在 价格 涨 了 很多 但 感觉 牛 三星 没 以前 好吃 应该 是 牛 三星 调味 有些 差异 现在 是 冬天 所以 甜品 多数 都 是 热 的 牛河 的 牛肉 太硬 炒 牛河 粉元 不值 这个 价不 好吃,差,差,一般,518986,1.0,2013,12,2,23,195,0.0,0.0,0.0,0.2,0.8,5,1,0.6000000000000001,positive,joy,5,1,positive,0,0,0,1,4
小猪饕餮,2013-12-18 18:01:00,sml-str20,作为 招牌 的 双皮奶 出品 很 一般 一吃 就 知道 是 奶粉 冲 的 也 不是 很嫩 跟 自己 做 的 差不多 很难 相信 是 牛奶 甜品 专家 出品 杨枝 甘露 西米 煮 的 火候 太过 已经 有些 化掉 了 但 好 在 价格 也 便宜 本该 给 三星 的 但 服务 实在 太差 了 桌子 油乎乎 的 之前 吃 完 的 客人 的 餐具 也 没 收拾 两个 服务员 站 在 那边 聊天 汗,一般,一般,差,518986,2.0,2013,12,2,18,200,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
玻璃翠翠,2013-11-11 13:11:00,sml-str20,冲着 双皮奶 去 的 点 了 拉肠 和 萝卜 炖 牛腩 觉得 还 但是 国内 很多 老字号 都 有 个 通病 那 就是 服务 我 才刚 落 的 单 不到 秒 发现自己 点错 了 想 换 一个 收银员 说 不行 问 她 是不是 我点 了 便宜 的 要 换贵 的 就 可以 贵 的 换成 便宜 的 就 不行 她 斩钉截铁 地 说 是 不能 换 就 不能 换 但是 换个 态度 给 人 的 感觉 是不是 会 舒服 呢 怀着 开心 的 心情 出来 吃 东西 如果 收到 的 是 这样 的 服务 谁 愿意 来 下次 反正 我 是 不 去 了,一般,一般,差,518986,2.0,2013,11,0,13,253,0.0,0.0,0.0,0.4,0.6,5,1,0.19999999999999996,positive,joy,5,1,positive,0,0,0,2,3
Lfeng162,2013-10-11 02:47:00,sml-str20,装修 还好 毕竟 老字号 了 但是 我 就是 不 明白 为什么 糖水 会 这么 的 偏 甜 叫 了 双皮奶 和 芝麻糊 都 很甜 这样 的 糖水 一次 就够 了,一般,好,好,518986,2.0,2013,10,4,2,56,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
nikita21,2014-12-11 09:08:00,sml-str20,牛羊 杂汤元 碗 淡得 几乎 没 味道 连 胡椒 味 都 几乎 吃不出来 而且 料少 得 可怜 上来 都 几乎 凉 了 实在 差劲 上菜 的 伙计 态度 极差 尤其 是 上 双皮奶 那个 到处 撞 人 还 凶巴巴 的 老字号 今时 今日 甘 既 服务态度 好悟店 啊 作为 老字号 甜品店 还是 不错 的 双皮奶 猪脚 姜都 不错 就是 贵 了 点 咯 如果 便宜 点 更好,好,一般,一般,518986,2.0,2014,12,3,9,295,0.0,0.2,0.0,0.2,0.6,5,1,0.19999999999999996,positive,joy,5,1,positive,0,1,0,1,3
德国佬积极上进,2013-04-14 12:37:00,sml-str10,服务态度 爆差 一副 你 爱 吃 不吃 我 的 生意 不愁 没人 做 的 嘴脸 东西 一般 排位 那么 高有 猫腻,一般,一般,差,518986,1.0,2013,4,6,12,41,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,3,1,0.3333333333333333,positive,joy,3,1,positive,0,1,0,0,2
faihosong吖辉,2013-01-13 13:35:00,sml-str20,人 好多 主打 双皮奶 唔 啱 我 口味 甜到 漏 啊 大佬 使 唔 使 咁 甜 先试 一 啖 就 没成 个人 滞晒 可能 我 钟意 清淡 嘢 啦 但系 第一次 食 双皮奶 甜得 制咯,差,一般,一般,518986,2.0,2013,1,6,13,65,0.0,0.0,0.0,0.0,1.0,2,1,1.0,positive,joy,2,1,positive,0,0,0,0,2
顶级蛋炒饭,2012-10-03 10:31:00,sml-str20,服务态度 实在 太差 了 没见 过 这么 差 的 三人同 去 的 点 了 一份 姜汁 撞奶 一份 椰汁 炖奶 一份 双皮奶 另外 要 了 鲜虾 云吞 点菜 的 时候 必须 去 吧台 对 顾客 爱理不理 上 甜品 的 时候 因为 三份 奶 看不出来 哪个 是 哪个 就 问句 这个 是 什么 结果 服务员 就 怒 了 特别 冲放碗 的 时候 简直 就是 在 摔 碗,很好,好,差,518986,2.0,2012,10,2,10,199,0.0,0.0,0.0,0.0,1.0,1,1,1.0,positive,joy,1,1,positive,0,0,0,0,1
